timestamp,X,Y,Z
2025-04-15T14:09:41.082833,-47,13,284
2025-04-15T14:09:41.086245,-51,1,282
2025-04-15T14:09:41.095952,-46,25,255
2025-04-15T14:09:41.106144,-42,28,242
2025-04-15T14:09:41.117755,-49,15,274
2025-04-15T14:09:41.126333,-60,16,317
2025-04-15T14:09:41.136081,-60,16,317
2025-04-15T14:09:41.147344,-60,22,345
2025-04-15T14:09:41.156199,-55,28,357
2025-04-15T14:09:41.166084,-47,29,368
2025-04-15T14:09:41.176020,-42,21,374
2025-04-15T14:09:41.186341,-48,18,384
2025-04-15T14:09:41.196171,-64,19,379
2025-04-15T14:09:41.206391,-64,19,379
2025-04-15T14:09:41.216180,-78,18,322
2025-04-15T14:09:41.226203,-77,18,263
2025-04-15T14:09:41.236215,-74,23,205
2025-04-15T14:09:41.247509,-71,33,161
2025-04-15T14:09:41.256246,-63,29,131
2025-04-15T14:09:41.266140,-55,24,111
2025-04-15T14:09:41.275904,-55,24,111
2025-04-15T14:09:41.286424,-42,14,79
2025-04-15T14:09:41.296170,-34,4,64
2025-04-15T14:09:41.376609,-27,3,43
2025-04-15T14:09:41.377341,-20,2,26
2025-04-15T14:09:41.378358,-15,9,-5
2025-04-15T14:09:41.379410,-14,27,-37
2025-04-15T14:09:41.380597,-11,50,-79
2025-04-15T14:09:41.381687,1,66,-125
2025-04-15T14:09:41.382762,1,66,-125
2025-04-15T14:09:41.383818,9,59,-178
2025-04-15T14:09:41.417600,7,41,-193
2025-04-15T14:09:41.420496,7,29,-196
2025-04-15T14:09:41.421590,-4,24,-178
2025-04-15T14:09:41.422661,-14,41,-123
2025-04-15T14:09:41.426155,-24,70,-56
2025-04-15T14:09:41.436386,-24,70,-56
2025-04-15T14:09:41.446293,-42,106,38
2025-04-15T14:09:41.456988,-41,96,108
2025-04-15T14:09:41.466963,-41,66,180
2025-04-15T14:09:41.476174,-41,27,250
2025-04-15T14:09:41.488226,-32,9,293
2025-04-15T14:09:41.496185,-41,-14,318
2025-04-15T14:09:41.506408,-41,-14,318
2025-04-15T14:09:41.518383,-38,-23,318
2025-04-15T14:09:41.527696,-52,-3,298
2025-04-15T14:09:41.536127,-62,11,278
2025-04-15T14:09:41.546280,-55,22,261
2025-04-15T14:09:41.557567,-49,29,275
2025-04-15T14:09:41.566589,-42,20,326
2025-04-15T14:09:41.576154,-42,20,326
2025-04-15T14:09:41.586149,-25,-7,393
2025-04-15T14:09:41.596168,-22,-16,422
2025-04-15T14:09:41.606455,-36,-30,439
2025-04-15T14:09:41.616666,-64,-40,423
2025-04-15T14:09:41.626528,-95,-25,375
2025-04-15T14:09:41.683382,-95,-25,375
2025-04-15T14:09:41.684365,-127,1,242
2025-04-15T14:09:41.685362,-134,34,171
2025-04-15T14:09:41.686444,-114,74,106
2025-04-15T14:09:41.687475,-90,84,53
2025-04-15T14:09:41.785718,-54,75,12
2025-04-15T14:09:41.786347,-54,75,12
2025-04-15T14:09:41.787416,-11,37,-14
2025-04-15T14:09:41.788482,4,13,-10
2025-04-15T14:09:41.789573,6,-4,-9
2025-04-15T14:09:41.791678,2,-19,-22
2025-04-15T14:09:41.792546,-6,-18,-51
2025-04-15T14:09:41.795444,-3,9,-100
2025-04-15T14:09:41.796436,5,30,-147
2025-04-15T14:09:41.797536,10,51,-186
2025-04-15T14:09:41.888780,10,51,-186
2025-04-15T14:09:41.889911,13,44,-208
2025-04-15T14:09:41.890616,8,37,-191
2025-04-15T14:09:41.892104,1,40,-163
2025-04-15T14:09:41.892758,-8,66,-108
2025-04-15T14:09:41.893653,-20,86,-40
2025-04-15T14:09:41.894832,-33,87,28
2025-04-15T14:09:41.895852,-41,74,94
2025-04-15T14:09:41.900996,-44,27,187
2025-04-15T14:09:41.901039,-42,7,226
2025-04-15T14:09:41.991276,-29,11,244
2025-04-15T14:09:41.991664,-30,5,255
2025-04-15T14:09:41.992530,-46,-19,285
2025-04-15T14:09:41.993601,-40,-19,294
2025-04-15T14:09:41.994676,-40,-19,294
2025-04-15T14:09:41.995737,-57,-32,292
2025-04-15T14:09:41.996862,-58,-25,275
2025-04-15T14:09:41.997908,-56,-3,254
2025-04-15T14:09:42.000807,-52,27,256
2025-04-15T14:09:42.001785,-47,36,283
2025-04-15T14:09:42.084774,-47,36,283
2025-04-15T14:09:42.085795,-41,8,334
2025-04-15T14:09:42.086828,-38,5,339
2025-04-15T14:09:42.087895,-42,5,337
2025-04-15T14:09:42.089027,-44,-6,332
2025-04-15T14:09:42.090049,-51,4,320
2025-04-15T14:09:42.092250,-73,9,306
2025-04-15T14:09:42.092371,-87,18,264
2025-04-15T14:09:42.093309,-87,18,264
2025-04-15T14:09:42.094363,-75,20,174
2025-04-15T14:09:42.097443,-58,17,127
2025-04-15T14:09:42.106435,-44,1,103
2025-04-15T14:09:42.116236,-36,-16,99
2025-04-15T14:09:42.127065,-32,-20,108
2025-04-15T14:09:42.137434,-32,-18,102
2025-04-15T14:09:42.146240,-32,-18,102
